"full_text";"location";"username"
"@AnKiiim_ Pengakuan Ketum PBNU https://t.co/8QITS4IxNE";"Jakarta Capital Region";"akuratco"
"@win_slawint @hhsahal Tolong kalau mau berkomentar di pahami dulu ya konteks yang ada bahwa antara NU dan PBNU itu dua hal yg berbeda secara konteks. Jangan keburu sok pinter ternyata gak paham konteks .";"Indonesia";"Ahkaf98"
"Surat kabar Nadlatoel Oelama ini memberikan data historis bhkan spirit yg bharga ttg sikap NU thadap Palestina. Mk sikap&amp;tindakan yg berlawanan dg seruan NU di surat kabar ini secara historis telah mncederai amanat luhur para pendahulu NU. ";;
"Minta Maaf Ketum PBNU Pastikan Sanksi untuk Lima Pemuda NU yang Bertemu Presiden Israel https://t.co/a4ZuQxC9T4";"Jakarta";"jawapos"
"@tanyakanrl Ketum PBNU Ungkap Dalang Pertemuan 5 Nahdliyin dan Presiden Israel https://t.co/jF0BEMz3Gk";"Jakarta Pusat, DKI Jakarta";"SINDOnews"
"@husain_fahasbu Masalahnya beberapa oknum itu kebetulan petinggi PBNU. Gimana coba? Mau ngecap apalagi?";;"StikerMandul"
"Sebagai pengingat kita semua hari ini Rabu Kliwon 17 Juli 2024 bertepatan dengan hari lahir: - KH. Nawawi Abdul Aziz - KH. Abdul Wahid Zaini - KH. Baidlowi Muslich - KH. Abdul Aziz Masyhuri - KH. Sufyan Munawar dan hari wafat: - Nyai. Hj. Nur Khodijah ";;
"@ballambinlove @OposisiCerdas @Staquf @PBNU_164 @NUgarislucu O..oo kamu ketahuan.... ";;"bungr_herman18"
"@Generasi_MudaNU Keluarkan aja dari PBNU sebagai bentuk keseriusan PBNU agar menjadi contoh bagi yang lain. Sehingga kedepannya tidak ada lagi anggota yg berani mencatut nama PBNU";"Bandung, Jawa Barat";"Hafiizhullah1"
"Proses pencocokan dan penelitian atau coklit data pemilih Pilkada 2024 di Kota Blitar telah rampung 100 persen. Dari hasil coklit tersebut diketahui ada warga yang sudah meninggal dunia namun masih terdata. Onad Netanyahu United Yati Dingin PBNU Muhammadiyah RIP Tante Lien https://t.co/hn9jmcuqvT";"jombang";"CelahNews"
"RIP Tante Lien Onad PBNU Netanyahu $CRL $BTC $ETH";;"Abdurahmanmali5"
"@Hilmi28 Wait and see ; apa ya PBNU akan jatuhkan sanksi kita ingin tau sanksi apa ?";"Jakarta, yogya, pagaralam";"susno2g"
"@mindaglobal @kumparan Masalah ke goblokan dan kebodohan!!!! @PBNU_164 @nahdlatululama";"indonesia raya";"ottttoedy"
"@Naurafayruzya Sekalian sama semua pengurus PBNU";"Timbuktu";"anak_5okin"
"Dituduh musuh NU sudah dituduh Hamas pesek sudah. Ngono yo enek ae seng percoyo. Begini loh. Aku ini dituduh benci sama NU lalu menyasar NU yang followernya besar. Terpuaskanlah nafsu caci makiku katanya. Sementara aslinya? Ya memang PB Nutanyahu (PBNU) yang selalu denial.";"Kebayoran Lama, Jakarta";"eyesofaquila"
"Gus Yahya Tegaskan 5 Warga NU yang Bertemu Presiden Israel Pergi Tanpa Mandat dan Tak Terkait Lembaga PBNU https://t.co/ArLaevFaS9";"Bandung, West Java, Indonesia";"PRFMnews"
"@Ghurem2 Minjem istilah si Yaqut PBNU Masih belum cukup umur ";"Earth �?";"NupNew22"
"@Generasi_MudaNU Bukan cuma musuh NU saya sebagai masyarakat yang kagum dgn NU pun sangat kecewa karena tidak ada tindakan waspada sebelum peristiwa ini terjadi. Seharusnya PBNU sudah mewanti-wanti agar tidak ada kunjungan ke Israel dlm bentuk warning .";;"Qubil88_"
"@BosPurwa Ngantuk bolo.. tokoh PBNU pernah berkata yang goblok ga usah ikut2an komen! ";"Indonesia";"AnangS48648467"
"Konferensi Pers PBNU Sikap PBNU atas perkembangan terkini terkait Gaza Palestina dan Israel termasuk keputusan PBNU terhadap 5 nahdliyin yang berangkat ke Israel dan bertemu Presiden Isaac Herzog. ";;
"Pengurus Besar Nutanyahu (PBNU)";"Kebayoran Lama, Jakarta";"eyesofaquila"
"@PBNU_164 Ketua asal bicara !!!";"Kota Surabaya, Jawa Timur";"AtokSsk"
"@kompascom Sikap PBNU patut diapresiasi.. isi kepala kalau sdh sesat susah disadarkan..lbh baik kesampingkan tindakan oknum2 tsb.. mengimbanginya menggalang bantuan Kemanusiaan utk rakyat Palestina.. oknum2 tsb tdk akan berhenti berseberangan dgn umat Isl";;"IhutanMakm94243"
"Matangkan Kesepakatan Presiden Jokowi Bertemu Bos Emaar Properties Uni Emirat Arab untuk Bahas Investasi di Ibu Kota Nusantara (IKN) RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam Lasem Miku �?野海舟 鶴瓶師匠 ";;
"Lakukan Tinjauan Lapangan: Presiden Jokowi Pastikan Pelayanan Kesehatan di RSUD Batin Mangunang Tanggamus Terpenuhi RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam Lasem Miku �?野海舟 鶴瓶師匠 ";;
"Perpres 75/2024 Tingkatkan Daya Saing dan Kepastian Hukum bagi Investor di IKN RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam Lasem Miku �?野海舟 鶴瓶師匠 ";;
"Perkuat Kerja Sama Regional: Presiden Jokowi Terima Kunjungan PM Papua Nugini James Marape di Istana Bogor RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam Lasem Miku �?野海舟 鶴瓶師匠 ";;
"Menhub Rancang Kapal Pinisi sebagai Sarana Transportasi Wisatawan di Ibu Kota Nusantara RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam Lasem Miku �?野海舟 鶴瓶師匠 ";;
"Meminimalisir Kendala Lapangan: BMKG Terapkan Teknologi Modifikasi Cuaca di IKN RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam Lasem Miku �?野海舟 鶴瓶師匠 ";;
"Ketua Umum PAN Dukung Perpres Nomor 75/2024 tentang investasi IKN RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam Lasem Miku �?野海舟 鶴瓶師匠 ";;
"Menteri PUPR Pastikan Fasilitas Air Minum Siap Beroperasi di Ibu Kota Nusantara RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam Lasem Miku �?野海舟 鶴瓶師匠 ";;
"Semua Berjalan Sesuai Rencana Progres Bandara VVIP IKN Mencapai 60% Menhub Optimis Beroperasi Agustus RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam Lasem Miku �?野海舟 鶴瓶師匠 ";;
"Plt Otorita IKN pastikan PT Bank Central Asia (BCA) Groundbreaking ke-7 di Ibu Kota Nusantara RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam Lasem Miku �?野海舟 鶴瓶師匠 ";;
"Presiden Jokowi Menetapkan UU ASN 20/2023 Untuk Tingkatkan Kesejahteraan PPPK Yati Onad Musuh NU Netanyahu United Seblak PBNU https://t.co/Nz6khaQ5W8";;"izzatyindrasti"
"Kang Dedi mulyadi menyatakan urusan slot Pegi cianjur udah SELESAI..!?? Bagaimana sahabat TRIO-777 tanggapan nya? Apakah ini jebakan betmennya kang dedi atau benar pegi bukan pel4kuu nya!??? ";;
"@NovalAssegaf NU makin rusak setelah orang ini pegang pbnu";;"Farrel1510"
"@Fahmisalim2 Seluruh pengurus PBNU harus mundur sebagai bentuk pertanggungjawaban";"Pariaman Tengah, Indonesia";"Alexparisyel"
"berarti salah satu dari 3 nahdliyin yg ke israel itu di masa yg akan datang bakal jadi ketum pbnu kah ";"D.K.I Jakarta";"FRPrayogo"
"@BosPurwa Hancur NU ormas agama dijadikan ladang cari uang dari tambang dan zionist. Seluruh pengurus PBNU harus mundur";"Pariaman Tengah, Indonesia";"Alexparisyel"
"@Dennysiregar7 *diistana pusing untuk acara 17 Agustus ingin ke IKN Tetapi Di IKN listrik dan air besrih belum ada * PBNU ( Masi aja mengelak dan klarifikasi pertemuan ketua ya dan anggotanya ke rezim Zionis) * Tambang timah babak belur Ada pejabat yg men";;"Rokib_saidani"
"@cholilnafis Pak Kiai kiranya bersama PBNU menggalang bantuan Kemanusiaan sejalan dgn negara.. tindakan oknum2 tsb tdk akan berhenti menunjukkan sikap berseberangan dgn para alim ulama &amp; umat yg pro Palestina.. Hal yg mendesak kelangsungan hidup rakya";;"IhutanMakm94243"
"@VIVAcoid Konyol : Zakat itu waktunya setahun sekali justru yg bisa menolong orang miskin itu SDA yg jumlahnya melimpah yg skrng mau dikelola PBNU mana bisa zakat mengentaskan kemiskinan ngitungnya bijimana ??";;"Naver13"
"@AnKiiim_ Gitu lho @GusIpul_ID Dong ra? Mudah-mudahan ini yg terakhir kali @PBNU_164 bikin marah muslim waras negeri ini. Cen jancuk wong 5 kae!";"Kota Benteng";"dj_oksma"
"@saidiman Sok moralis sok agamis... Jalan selonong boy aja... Ga Lapor ga izin ke Pengurus PBNU dan tanpa sepengetahuan PBNU. Adab lu pd kemana.... Ga beretika ga beradab gaada sopan santun.";;"andaandrea88"
"Pengen membaca threads konferensi pers PBNU tapi masi males nanti aja~";"Liverpool, England";"mzwinnn"
"Seblak PBNU Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: SKINTIFIC MSH Niacinamide Brightening Moisture Gel 80g Mousturizer wajah Glowing Brightening Harga Produk: Rp339.000 Harga Diskon: Rp149.000 | https://t.co/FVfVD4mcBZ";;"DennyAbdur85356"
"Tahun 2021 PBNU mengeluarkan surat seperti ini sekali lagi tahun 2021. Sekarang sudah tahun 2024 dan surat ini belum dicabut. https://t.co/DNQIRLNOul";"Karang Tumaritis";"Sam_Ardi"
"Ketua Umum PBNU KH Yahya Cholil Staquf menyampaikan permohonan maaf kepada masyarakat atas tindakan kelima tokoh nahdliyin yang bertemu dengan Presiden Israel Isaac Herzog. PBNU menyesali pertemuan itu. Gus Yahya menegaskan bahwa tindakan mereka merupakan tanggung jawab https://t.co/gm8qT6XSGp";;"Metro_TV"
"@Generasi_MudaNU Sulit dicerna akal sehat pernyataan admin ini bagaimana bisa mereka 5 tokoh NU bisa menemui presiden negara orang dengan mudah kalau tidak membawa missi besar dan membawa surat ijin dari PBNU";;"KarleenaaM"
"Presiden Joko Widodo meresmikan pengoperasian sinyal Base Transceiver Station (BTS) 4G BAKTI akses internet di desa RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Yati GBLA Bubur Ayam Lasem Yahudi 鶴瓶師匠 ";;
"Presiden Joko Widodo mengunjungi Pasar Rogojampi Kabupaten Banyuwangi RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Yati GBLA Bubur Ayam Lasem Yahudi 鶴瓶師匠 ";;
"Di tengah suasana senja masyarakat Manado tampak ramai berkumpul dan memenuhi jalanan tag RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam Lasem Miku �?野海舟 https://t.co/rSiXvBnb4t";"Sidoarjo";"RhezaJordy"
"Presiden Jokowi menerima kunjungan perdana menteri PApua Nugini James Marape di Istana kepresidenan Bogor RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Yati GBLA Bubur Ayam Lasem Yahudi 鶴瓶師匠 ";;
"Warga nga ngelek2 NU. Warga sedang nyembrengne fakta ada yg bersekutu dg tukang bantai anak2 ibu2 orang tua down syndrome... pakai bendera PBNU. Nga sesederhana 5orang itu lebih kompleks lagi. Aku yg hidup di tengah2 Nahdliyin kaget nahdilyin online ini bosok2";"Samanta marga satva ";"samtantular"
"Mereka akan dipanggil untuk keterangan lebih lanjut dan bisa diberhentikan jika melanggar. Kami meminta maaf atas insiden ini. ";;
"PBNU Seblak Cream Night Cream Cream Malam Cream Siang Cream Wajah Mois Moist Skincare BPOM Harga Produk: Rp69.000 Harga Diskon: Rp35.000 | https://t.co/PrhggReLiQ";;"DennyAbdur85356"
"Viral Kadernya ke Israel PBNU Siapkan Sanksi untuk 5 Kadernya https://t.co/61IeebNs7o";"Jakarta, Indonesia";"inewsdotid"
"Gus Yahya: Lima pemuda NU yang bertemu Presiden Israel bertindak tanpa mandat PBNU. PBNU hanya berhubungan untuk membantu rakyat Palestina. ";;
"@na_dirs Intinya APBN 0 Rungkad negara ditutupi isu sampah PBNU otak isinya tambang tambang tambang.";;"bonkq_rui"
"Indonesia Sudah Balik Modal Dari Akuisisi Freeport Dan Akan Segera Kuasai 61% Saham Freeport. Yahudi Netanyahu United Yati PBNU Seblak https://t.co/CPynFcgMkC";;"HayaElvina"
"PBNU Berdiri Bersama Palestina Larang Kadernya Jalin Hubungan dengan Israel https://t.co/50xsW3VC3A ";;
"Presiden Jokowi Pimpin Pelantikan Prasetya Perwira TNI-Polri 2024 di Istana Merdeka. Yahudi Netanyahu United Yati PBNU Ayam Geprek https://t.co/QTj2efGP6o";;"HydraPejuang"
"@5teV3n_Pe9eL Bajingan bajingan penghianat pengecut!!!! PBNU harus tegas!!!!!!!!";;"mkarta951"
"Astagfirullah Diperlukan waktu hingga 15 tahun untuk membersihkan sekitar 40 juta ton puing-puing perang di Gaza kata UNRWA mengutip penilaian yang dilakukan Program Lingkungan PBB (UNEP) dilansir dari Antara Selasa (16/7/2024). Qodari Netanyahu United PBNU https://t.co/qOfQn22DlX";"Jawi Wetan";"C4k_D3pp"
"Ketua Umum PAN mendukung penuh PERPRES Nomer 75 2024 Onad RIP Tante Lien Netanyahu United Musuh NU PBNU Yati GBLA Bubur Ayam Lasem Yahudi ";;
"@Boediantar4 5 bajingan penghianat pengecut !!! PBNU harus tegas!!!!!!";;"mkarta951"
"Menteri PUPR memastikan fasilitas air minum siap masuk Ibu Kota Nusantara Onad RIP Tante Lien Netanyahu United Musuh NU PBNU Yati GBLA Bubur Ayam Lasem Yahudi ";;
"Progres pembangunan bandara VVIP di Ibukota Nusantara telah mencapai 60% tag Onad RIP Tante Lien Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam Lasem Miku https://t.co/hGs44WGgnV";"Banten";"AmelindaRahadi1"
"Keikut sertaan Bank Central Asia yang akan melakukan GroundBreaking ke 7 tag Onad RIP Tante Lien Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam Lasem Miku �?野海舟 https://t.co/IB3nj2wQ6a";"Malang";"ariesubektiii"
"Ketum PBNU Sedang Melakukan 3M: -Mencuci Tangan -Membersihkan Mulut -Menjaga Jarak";;"Onl1Jb"
"Jalan Tol Pertama Di IKN Ini Mampu Pangkas Waktu 2 Jam Menjadi 30 Menit. Ayam Geprek Netanyahu United PBNU Yati Seblak https://t.co/e5q7y3plAk";;"SbywibowoMega"
"IKN Di Kalimantan Timur Membawa Berkah Ekonomi Dan Stabilitas Keamanan. Onad PBNU Ayam Geprek Netanyahu United Ayam Geprek https://t.co/oqws6r4ilD";;"ProTunaa"
"@dawiguna @Generasi_MudaNU Gus Yahya menjelaskan ke-5 orang itu ada 1 dosen UNUSIA 1 dari Pagar Nusa 1 dari PWNU Jakarta dan juga 2 dari Fatayat NU. Berdasarkan info yang PBNU terima mereka melakukan kegiatan pertemuan-pertemuan disana tanpa mengetahui aw";;"M3yu282"
"@zer0failed Kalian munafik ilmu kalian jabatan yg ALLAH berikan kalian salah gunakan Munafik. Di tubuh PBNU banyak org2 intelek munafik bangsat.";;"Hamim10474"
"@zer0failed Oknum bajingan bajingan ini harus di tindak tegas oleh PBNU !!!";;"mkarta951"
"pelan tapi ganteng ";;
"@Dhen__78 Bajingan penghianat pengecut!!! PBNU harus tegas ";;"mkarta951"
"Kepala BMKG menyatakan siap menerapkan teknologi modifikasi cuaca selama 22 hari kedepan tag RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam Lasem Miku �?野海舟 https://t.co/KjJj0qdpiR";"Indonesia";"JokowiTeguh"
"Ketua Umum PAN mendukung penuh PERPRES Nomer 75 2024 tag RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam Lasem Miku �?野海舟 https://t.co/JXLIaNwbIL";"Sukabumi";"RusdiFalah"
"Menteri PUPR memastikan fasilitas air minum siap masuk Ibu Kota Nusantara tag RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam Lasem Miku �?野海舟 https://t.co/1dcVjd0GmQ";"Istana Negara";"JokowiKisah"
"Ketua PBNU Yahya Cholil Staquf meminta organisasi Pusat Studi Warisan Ibrahim untuk Perdamaian (Rahim) men-takedown website yang mencatut logo NU tanpa izin. https://t.co/W1WqwpSUKm";;"detikcom"
;;
"@alisyarief PBNU Ormas Islam SUNNI sama halnya dgn organisasi PKS dan MUI Indonesia Mayoritas Mahzab Syafi'i Islam Sunni yg membenci dan mengecam zionis Israel disatu sisi bekerja sama ke Israel ini standar ganda didalam kemunafikan dan Pengkhianat terhad";;"AryaPratam8468"
"Kecam Nahdliyin Temui Presiden Israel PBNU Diminta Tertibkan Anggota https://t.co/1YmZF6gm6l";"Indonesia";"rmol_id"
"@PBNU_164 SDH pulangkah 5 orang penghianat itu";"Jakarta";"tezaro1606"
"Progres pembangunan bandara VVIP di Ibukota Nusantara telah mencapai 60% RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Yati GBLA Bubur Ayam Lasem Yahudi 鶴瓶師匠 ";;
"Ketawanya PKB adalah penderitaannya PBNU. Begitupun sebaliknya Wkwkwk NETANYAHU united https://t.co/34dXEa7Ksn";;"Netizen_Power"
"@nu_online PBB aja ditolak apalagi PBNU";"Evde";"Andhikadaa"
"Surabaya rasa Jepang full video https://t.co/lKJmuXJTxD QRIS Musuh NU Kokas Ultramilk Suzy Rasis Anies Baswedan Kak Nova PBNU Qodari https://t.co/CWreGzBPQh";"Jawa Timur";"yukjelajahjatim"
"@Dennysiregar7 BUBARKAN PBNU anjing -anjing Peci Hitam dari mulai ketum PBNU sampai ke 5 Nahdliyin kerjasama dgn zionis Israel.PBNU Ormas Islam Sunni mengecam Israel tapi kerjasa ke Israel Sunni Munafik Mahzab Islam Sunni Pengkhianat Islam yg bekerja sama";;"AryaPratam8468"
"@nu_online Alesannya macem2 mereka ga tau geopolitik belum cukup umur atas nama pribadi tidak izin pbnu tidak bawa nama NU terus cebokin kita mah udah paham NU udah keropos didalam disusupi model2 5 orang ini ";;"tigermouth57"
"Pemecatan jadi langkah semestinya. Dengan begitu PBNU menjaga marwah organisasi dan amanah para pendirinya. Tapi masalahnya Yahya juga punya rekam jejak yang sama...";;"FurqanIbr64677"
"*BUNTUT KUNJUNGAN NAHDIYIN KE ISRAEL MENANTI KETEGASAN PBNU: DEMI MARWAH DAN AMANAH* PBNU tak cukup menyesalkan kunjungan 5 nahdiyin menemui Presiden Israel. Ketumnya Yahya Tsaquf harus ambil tindakan tegas.";;"FurqanIbr64677"
"I just saw PBNU: Memelesetkan Logo NU Perbuatan Tidak Etis! - Click to see also https://t.co/Hs1gwnTvtt https://t.co/rVqAJwVgAT";;"gerak_newsid"
"I just saw PBNU: Ada NGO Sponsori Pertemuan Warga NU Dengan Presiden Israel - Click to see also https://t.co/YzOtqTq9L3 https://t.co/jESzmB5mHt";;"gerak_newsid"
"Keikut sertaan Bank Central Asia yang akan melakukan GroundBreaking ke 7 tag RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam Lasem Miku �?野海舟 https://t.co/M41C3yHyyc";"Istana Negara";"JokowiSemua"
"@thoriqatuna Sepakat. Baiknya Temen-temen NU ga usah defensif atau denial pake Teori Konspirasi. Mending dipake buat neken pengurus PBNU. Momentum gini emang momentum bersih-bersih toh mempertahanin duri-duri ini juga ga menguntungkan buat PBNU. Kecuali k";"Jakarta Selatan, DKI Jakarta";"LM_Alfatih"
"Pengurus Besar Nahdatul Ulama atau PBNU memberikan klarifikasi terkait 5 pemuda warga NU yang diketahui menemui Presiden Israel yakni Isaac Herzog baru baru ini. Pengurus Besar Nahdatul Ulama menegaskan bahwa pertemuan itu bukan atas nama organisasi melainkan inisiatif pribadi. https://t.co/JZMGX0yBVE";;"sinpotv"
"@thoriqatuna Ketua PBNU sudah menyampaikan permohonan maaf dan menyesalkan kejadian itu Gus. Dereng cekap nggih...?";;"Rifairif4"
"@xMustofaNahrax Sejarah Berulang di NU Dulu Ketua Umum PBNU Gus Dur dan Sek Jen PBNU Gus Yahya juga ke Israel para anak muda mencontoh Seniornya";;"rapro2020"
"Pernyataan Resmi PBNU soal 5 Tokoh Nahdliyin Temui Presiden Israel https://t.co/6nqPerdOJx";"Indonesia";"Ngelmuco"
"Ketum PBNU minta maaf terkait pertemuan lima tokoh muda NU dengan Presiden Israel via @arrahmah https://t.co/TjS8UHp1ZY";"Jakarta - Indonesia";"arrahmah"
"Upacara HUT Rai siap digelar di IKN🇮🇩 || RIP Tante Lien Onad Netanyahu United Musuh NU PBNU Ayam Geprek Image Samsung A35 Yati GBLA Bubur Ayam || https://t.co/SG4wqLZemb";;"Kabar_AKP"
"Ketum PBNU KH Yahya Cholil Staquf (Gus Yahya) mengklarifikasi soal pencabutan logo lembaga NU dalam organisasi Pusat Studi Warisan Ibrahim untuk Perdamaian (RAHIM). Yuk cari informasinya di https://t.co/3ylYOnzCLR ";;
"@msaid_didu PBNU yg skrg sudah rusak... ";;"Caba_Roy"
"@CNNIndonesia Rusak sudah semua pimpinan PBNU saat ini...... memalukan...";"jakarta";"ant_road"
"@Generasi_MudaNU Lalu bgmn dgn ketum PBNU ??? sdhlah NU mmg skrg sdg dalam kerusakan yg parah yg disebabkan oleh oknum2 nya dan yg disayangkan oknumnya uaaaakehhhhh";"Kota Bandung, Jawa Barat";"Chalid76835244"
"@detikcom Bubarkan PBNU Islam SUNNI membuat rasa malu umat Islam Indonesia di mata Dunia Islam Sunni bisanya mengecam tapi mereka melakukan Standar Ganda tlah terlibat kerja sama dgn zionis Israel Penjajah Palestina tak beda Islam (Sunni)di Arab.kalian Pe";;"AryaPratam8468"
"Pengurus Besar Nahdlatul Ulama (PBNU) didesak memberikan pembinaan kepada 5 kadernya yang bertemu Presiden Israel Isaac Herzog. Hal itu tetap harus dilakukan walaupun PBNU tidak terlibat dalam pemberangkatan atau pertemuan tersebut. https://t.co/fN963jqrYc";"Jakarta - Indonesia";"mediaindonesia"
"PBNU ga ada yg mau negor ni akun apa? Dr pada marah2 ke yg benci kenapa ga coba tertibin akun2 gini";;"ambatr0n"
"Narasi belum cukup umur yg dari kemarin berseliweran di timeline (sampai dijadikan berita) justru menjadi bumerang bagi NU sendiri. Pertanyaannya: jika belum cukup umur kenapa sampai punya jabatan di Banom PBNU bahkan satu di antaranya adalah dosen di perguruan tinggi NU? .";"Indonesia ";"husain_fahasbu"
